,text,polarity Score,label
587,"beli twc sea makeup cushion originote
",1,Positive
588,"ciprat minyak panas gara-gara goreng otak rasa panas cekit merah tangan ngide kuolesin moisturizernya originote boomm panas angsur hilang rasa panas
",-9,Negative
589,"jualaness originote hyalu cica eiem azarine skinaqua putih biru nalpamara micellar water garnier nivea dahlia kakak perempuan keraton tisu kapas underprice store antar senin yaa stok batas minat reply
",3,Positive
590,"ciwiciwi sayang wajib pake moist pake serum punya retinol b originote oily skali bela pake moist
",6,Positive
591,"done kak eye serum mosturizer originate wishlistku ngurangin mata panda moist originate sesuai banget kulit minyak wish luck
",2,Positive
592,"dapetnya deep neutral warna sesuai kulit terang gelap filter lumayan bantu beli cushion originote bingung pilih shades storenya langsung
",1,Positive
593,"sunscreen spray originote cari spray murah pakai originote gais ukur gampang bawa mana reapply sunscreen praktis banget tinggal semprot semprot doangg proteksi ok
",-15,Negative
594,"wtb serum elfolmura exfoliasi or serum exfoliasi originote biruu tonernya
",0,Neutral
595,"cushion originote bagus kah bagus somethinc
",0,Neutral
596,"coba cek shadenya cushion originote oksidasi pilih shade satu kulit hasil shade terang neutral cuss coba cek filter link filter iya
",0,Neutral
597,"originote jujur cushion murah pakai shade terang fair lt harga under turut bagus banget hasil velvet to matte ttp set pakai loose powder iya
",15,Positive
598,"filter ku coba sesuai pakai shade terang neutral jujur akurat banget sihh emang pakai cushion originote shade terang neutral shade terang neutral kawin banget kulit hasil cakep banget beneran full
",21,Positive
599,"mc originote hadalabo serum avoskin azeclair moiz hadalabo toner hadalabo skin aqua aman yaa
",0,Neutral
600,"cushion originote kakak
",0,Neutral
601,"ga pakai originote najis banget muka ga mandi
",2,Positive
602,"originote ga kakk
",0,Neutral
603,"itera preloved wardah powder foundation terang feel pakai x ga sesuai harga beli jual sunscreen originote harga beli jual now watching komen ntr ketuk lupaa aktifin ayo beli cont
",18,Positive
604,"pakai vaselin jeli lhoo pakai lip serum originote
",-1,Negative
605,"shade findernya originote coba filter
",1,Positive
606,"cek originote niaceramide sunscreen mist spf pa sunscreen spray lindung wajah sinar matahari cerah with niacinamide ceramide harga rp dapat shopee
",5,Positive
607,"cushion cushion pakai originote pakai shade terang warm masuk kulit harga under coveragenya bagus pol finishnya cakep kulit gausah disetting pakai bedak cakep
",3,Positive
608,"toner serum moisturizer originote kali pakai ga sesuai kulit kuu price take all nego satu banget yaa tag
",0,Neutral
609,"jujur suka banget complexionnya cushion originote finishnya velvet matte crack oily skin type suka sekian tutorial
",6,Positive
610,"filter shade cushion originote instagram coba cek salah shade
",-7,Negative
611,"cushion originote putih pakai so far oke jam bagus minyak banget kacamata hilang wajar
",8,Positive
612,"murah originote terang neutral gila mnrt definisi cushion hapus dosa full coverage asa ringan finishnya lbh soft matte dempul gitu
",-1,Negative
613,"wajib banget double cleansing rumah ngelakuin double cleansing hari pakai sunscreen debu minyak kumpul pakai micellar water originote bukti aman kulit sensitif
",5,Positive
614,"originote shades pakai shades terang beige undertone cool tone cushion sesuai jenis kulit waterproof lohh tahan banget hari luar rumahh
",4,Positive
615,"moisturizer originote cica warna ijo azarine ijo yaa kulit ku oily keringetan banget pakai skintific biru tolong review jujur pinjam ht bingung beli
",5,Positive
616,"originote emang bagus banget
",1,Positive
617,"sbenernya bagus mn originote eiem
",0,Neutral
618,"originote iya
",0,Neutral
619,"beli pelembab originote sie
",1,Positive
620,"originote coba
",1,Positive
621,"originote ceratinol moist dom jatim gratis ongkos kirim extra yaa harga voucher
",8,Positive
622,"pakai micellar waternya originote reviewnyaa
",1,Positive
623,"bahas affordable kali yaa originote originote harga murah shades ga pusing takut salah shades coveragenya medium finishnya velvet to matte
",-1,Negative
624,"kemarin panas banget bjirr saranin bagus gabau kayak originote
",-2,Negative
625,"originote ceraluronic essence toner fungsi melembabkan wajah jaga skin barrier tenang kulit iritasi like are very appreciated racunshopee racunskincare brandlokal
",3,Positive
626,"wtb originote facetology mascara rose all day harga potong shopee video gratong extra dom jatim yaa potong
",-1,Negative
627,"imissu moisturizer originote hyalu kpcs jual ganti skincare stock segel
",-2,Negative
628,"cushion originote shade terang beige tap alas jual salah shade prelove cushion
",0,Neutral
629,"facetology skin aqua true to skin originote atur spray sea makeup kak pakai voc live voc video
",0,Neutral
630,"pakai originote wkwkwk
",4,Positive
631,"originote brightening moisturizer pelembab wajah cerah rata warna kulit wajah with niacinamide rp
",7,Positive
632,"iya kak produk originote
",3,Positive
633,"perih kak now watching originote
",-4,Negative
634,"to kak originote torriden
",0,Neutral
635,"kak habis pakai eksfo toner avoskin langsung pakai mois originote hijau kah
",8,Positive
636,"harus coba retinolnya originote
",1,Positive
637,"coba cushion originote ga pergi mana
",-2,Negative
638,"neng iya kakak ngoleksi skincare icip time coba brand facetology langsung coba viral sunscreennya suka efek tone up blurring pori udah coba lemme know dapat deluxuryskin
",6,Positive
639,"brand high end luxury gitu iya branding sultan skincare pakai lamer praire
",1,Positive
640,"anak familiar brandbrand parents coba ikut tim ibupedia tebaktebak nama brand produk anak brand skincare makan main anak merek tebak
",-6,Negative
641,"brand skincare belio
",0,Neutral
642,"kadang suka bingung lambat pao skincaremakeup ga brand nyantumin logo pao surat buka brand skincaremakeup cantum logo pao banget pdahal
",3,Positive
643,"coba face wash baru skinkare brand lokal kandung x tertawa complex indonesia lho reviewsal readytoglow levelupyourglow nayeonskincare readytobe
",6,Positive
644,"jujur brand korea packagingnya brand korea pakai isi skincare korea eh lokal brand salut lokal brand improve packaging cakep kaya gin racuninskincare
",-3,Negative
645,"skincare lokal kandung x tertawa complex gitu kandung langsung korea okee review acne fight cica lokal brand nayeon racuninskincare
",10,Positive
646,"soal especially girls since masuk year what is your top suka lokal skincare brand korang pakai truly works soo much on your skin lt
",4,Positive
647,"skincare sat set traveling but powerful oasea brand lokal packaging simple review racuninskincare
",0,Neutral
648,"barangkali teman teman cari kerja domisi bandung sedia bandung alam marketing brand skincare yaa bantu retweet terimakasih
",-3,Negative
649,"weh korang guardian off all skincare brand gila murah terukk hada labo my favorite tgh sale iya ingin try raw skintific jugakk cosmetic ade sale
",-3,Negative
650,"produk skincare brand bucinin banget habis sunsticknya brand pakai artis korea kayak jung yumi enhypen racuninskincare
",3,Positive
651,"sadis banget brand skincare asia timur ngakungaku lokal mecat karyawan salah translate ads launch pecat langsung ga kasih ruang bela
",-6,Negative
652,"hoki kasih produk skincare harga ngadi ngadi banget emang brand racuninskincare
",3,Positive
653,"yume reona yumelokalgallery hughugmlyt sesi potret brand skincare wartawan media langsung kepung tuan muda tunang ungkap publik acara bincangbincang main timnas bi el tv minggu
",-4,Negative
654,"ubel ide urebranding imej personal branding pepeng usaha skincare kaya banget hasil m suka nama brand skincarenya pepeng glow tim sukses
",6,Positive
655,"neng nerapin skincare minimal semenjak nemuin emulsionnya hyalupure praktis dapetin manfaat skincare serum moisturizer produk surprisingly brand lokal keren banget gasii
",5,Positive
656,"pakai sheet mask skincare routine mudah tido cuci muka tepek mask then bangun esok muka hydrated glowing jumpa sheet mask brand korea harga b box pakai bulan
",3,Positive
657,"acara undang brand skincare lokal nama trueve dengar nama syukur lalu terima kasih youu trueve ajakin
",13,Positive
658,"jumpa minmin dedepan kulit sumpah takda cacat cela iya owner brand skincare go support
",-10,Negative
659,"iya produk brand skincare favorit originote hyalurose micellar water main ingredients triple hyaluronic acid allantoin rosa damascena flower water fungsi deep cleansing melembabkan tenang kulit segar wajah
",6,Positive
660,"diajakin kerja bareng brand skincare hasil freelance biayain kuliah lulus
",-2,Negative
661,"work content creator brand skincare bulan kemarin atas nulis scriptnya talent divisi muka dukung neng kerja kurang iya sedih
",-6,Negative
662,"cm nge reach out brand skincare kosmetik teliti skripsi kirim proposal pakai teliti yaa gmn
",3,Positive
663,"bangga banget yuk kenal founder brand skincare harlette ajar korea lupa like bookmark iya let s go
",0,Neutral
664,"anjing nemu orang iya emang owner brand skincare gimmicknya mewah video mobil alphard minimal pajero
",-4,Negative
665,"jaya kumpul modal start my own brand after years jual lokal skincare suka lokal skincare tapi tenaga to handle business
",7,Positive
666,"sumpah lambat gila beli skincare drugstore pakai lokal skincare je lokal skincare bina personally suka zarzou beauty tatagaltier korang pakai lokal brand
",-8,Negative
667,"work megang sosmed brand skincare konten edukasi skincare product knowledgenya konten ga suruh dipikirin tarik bingung banget sharing ga
",2,Positive
668,"coba kasi brand lokal skincare suka ga neko neko ga overclaim ill go skin game
",4,Positive
669,"aneh banget artis brand bodycare skincare pakai brand
",-1,Negative
670,"hipotesa tkdn brand skincare makeup nivea vaseline maybeline brand aku lokal kecuali paragon group pakai peep buktiinnya
",0,Neutral
671,"jenguk niche tu more cooking tu amik brand skincare before this amik jer review but cooking niche
",2,Positive
672,"shiseido weibo juru bicara brand skincare shiseido luoyunxi hadir hadiah musim dingin hangat shiseido redaksi repairing family gift box
",-1,Negative
673,"samaa banget tumpuk rumah ga laku harga jual atas ownernya iya org milih beli langsung ownernya ga jualin produk bntr rilis skincare brand pliss join sblm sesal
",7,Positive
674,"tbs brand mnurutku wow banget unreacheable skli mahasiswa seperti udah coba iya tambah lokal pakai skincare lokal brand b
",6,Positive
675,"sok alam marketing brand skincare
",-1,Negative
676,"salah brand skincare makeup lokal percaya sayang somethinc squad pusying produk wkwkw minthinc team excited kaliann t wait
",3,Positive
677,"video luk ngajak kerjasama banyak brand skincare iya heheheww
",8,Positive
678,"skincare muka jer kali share skincare ketiak pulak ketiak skincare routine pakai kali jer seminggujangan over scrub ketiak kering
",-1,Negative
679,"jumpa selamat taknak layer skincare tebal tebal malam imagine sachet je hydrating moisturizing whitening glowing skin
",4,Positive
680,"cerita yuk activity kembali kemas kosong avoskin kemas kosong skincare sahabat avo dikemanain
",-12,Negative
681,"skin game keren banget terang share hasil produk halal aman informasi brand skincare lokal kaya gin
",11,Positive
682,"skin care baby
",-2,Negative
683,"korean skin care
",2,Positive
684,"hadiah ganti skincare lupa banget sealed iya orang like tweet kasih pantun sesuai bias fandom join
",-4,Negative
685,"jerawat zoom muka saran basic skincare awat kulit wajah foto kak acne prone skin bruntusan jidat under sesuai kantong ajar sender sekolah cont
",2,Positive
686,"konsul dokter dok udah bosen gonta ganti skincare cari cerah hapus bekas noda ga dokter ketawa
",-1,Negative
687,"cm hai bantu isi kuisionerku iya kriteria pakai mkupskincare mahasiswa yogyakarta barter banget yaa
",-4,Negative
688,"ken beli skincare
",-1,Negative
689,"kosmetik skincare habis sahabat bincang restock lupa perhati poin iya ga nyesel jaga tubuh tampil syukur nikmat kosmetik kosmetikhalal kosmetikindonesia
",-4,Negative
690,"makeup khareedna hai mereko zyada saara skin care products bhi
",5,Positive
691,"jarang beli skincare viral racun mugwort clay mask stick skintific at marketing je ramai cakap best it works teman skin nampak smooth je lepas
",-8,Negative
692,"saranin skincare cerah in ketiak a thread
",5,Positive
693,"skincare routine sesuai rawat kulit jerawat jom cuba rekomendasi routine rawat jerawat ikut langkahlangkah rutin jaga kulit saksi ubah tara kulit jom dapat semua
",-6,Negative
694,"cuman bot suka nonton bola suka futsal suka kumpul bareng saudara laki bot ga menyemenye ga manja ga pakai pakai up ga suka pakai skincare pokok layak cowok
",-7,Negative
695,"banyakin makan sayur skincare healthy lifestyle goal ku tua kaya koko daddy mall kelapa gading kulit perfect flawless
",-7,Negative
696,"jb aab skincare dom jatim yukk selagi cashback up to req live gratong xtra checkout ijoo
",7,Positive
697,"lihat tulis spf spf spf sunscreen bingung pilih skala spf sesuai tahu skincare wajib cowok utas
",-1,Negative
698,"inpo calag seng ndwe program skincare tanggung perintah
",-2,Negative
699,"bagus anuin skincare lama konteks annoying banget
",-3,Negative
700,"jog skincare habis bareng sumbang skincare
",-7,Negative
701,"skincare coba cek cari kombinasi treatment skincare kirakira sesuai skin concern squad
",-7,Negative
702,"majalah cewek bahas pakai up murah tips trick skin care bahan rumah inti ala ala remaja gitu keluar
",-3,Negative
703,"jerawat on off kaya coba acne spot gelnyaa jill skincare sesuai
",-5,Negative
704,"jog tunjuk skincare ance cowok review iya terima kasih
",1,Positive
705,"je bareng viral bagus malas scroll anything skincaremakeup try
",-8,Negative
706,"wishlistin ga ken bagiin orang bebas pilih shade kaya hadiah gitu toko kosmetikskincare deket rumah jual
",4,Positive
707,"susah cari skincare cocokk under bawah
",-6,Negative
708,"aja mesum pakai skincare malam jujur bingung
",-2,Negative
709,"males banget skincare ga skincare jelek
",-4,Negative
710,"oingaing in bangkok open jastip bangkok baju skincare pakai up snack cute things januari februari live shopping instagram iya ready februari let s go shopping with us
",2,Positive
711,"maaf letak harga rendah review skincare takut skin breakout kena beli ubat mahal
",-12,Negative
712,"makhlitouna nkhdmou ndirou skincare iya tfo
",0,Neutral
713,"pakai basic skincare jerawat jarang muncul ini minyak buanyak pol pedih ngucek mata minyak sekitar mata
",-16,Negative
714,"halo jog butuh banget responden skripsi kriteria pernahsedang kosmetik skincare mahasiswa yogyakarta bantu isi yaa doain sidang maret barter drop kuisioner bawah yaa cont
",-16,Negative
715,"yeayy temin pilih anggota kpps kelompok selenggara bagi skincare gratis hihi temin bagibagi skincare retweet postingan yaaww kpps
",-4,Negative
716,"colek om guna viva sebenernya viva rangkai skincare bersih segar pelembab krim malam lain skincare khusus pria lengkap produk
",-1,Negative
717,"baca comment tiktok suruh beli skincare drugstore instead of lokal brand cari lokal sus salah
",-9,Negative
718,"time coba skincare retinol gold hydralux moisturizer lgsung speechles progres hasil pakai minggu skin barrier baik racuninskincare
",10,Positive
719,"rekomendasi skincare cowok khusus atas kulit minyak muka kusam jerawat a thread
",-3,Negative
720,"morning skincare simple tinggal pakai toner moist sunscreen aplg cpt pakai up suka gonta ganti produk gantung mood tertawa rekomen
",5,Positive
721,"hadiah skincare rules follow like tweet reply semangat linda gampang produk iya menang pilih random close tanggal good luck
",3,Positive
722,"from this to this masalah kulit kering iya suka tibatiba muncul merah gatel ttp tenang skincare pakai kulit rewel kaya gin
",-15,Negative
723,"skincare cuci gudang gin berani beli ga goda woy wkwkwkk
",-2,Negative
724,"hadiah skincare rules follow tweet reply hai april menang ongkos kirim tanggung closed tanggal juni goodluck
",1,Positive
725,"skincare kantong kering harga super duper affordable sesuai kulit kusam kering pakai auto glowing plump kayak peach racuninskincare
",-1,Negative
726,"suka banget kulit akhirakhir pakai makeup crack kulit effortless bagus gitu kunci flawless skin prep jorjoran cari skincare salah kunci pakai serum skin preparation lt
",9,Positive
727,"akhirakhir pakai rangkai skincare fokus hidrasi ngejaga barrier kulit atas kulit kusam kering jerawat pasca breakout lebaran kulit membaiklt concern kulit kaya skip thread
",-8,Negative
728,"hadiah skincare full size orang follow like tweet like reply thread reply done domisili ongkos kirim tanggung menang close juni good luck
",12,Positive
729,"ga suka ga percaya pakai tanktop baju blackless punggung ga muluss jujur cuman wajah skincare punggung skincare back acne
",8,Positive
730,"cm tolong isi kuesioner teliti ku skincare mas responden rep iya
",-5,Negative
731,"neng coba skin care salah satu eye cream nemu tekstur ringan melembabkan area mata gitu harga under b brightening eye gel racunskincare by skinmymood
",-2,Negative
732,"teksturenya gel cream pakai kulit oily lgsung lembab ringan pakai tipis ga lengket resap cepat ga peeling wangi bedak bayi ga suka skincare fragrancenya skip
",-1,Negative
733,"coba skincarennya coba produk kymm skin mei bulan pakai skincare silky glow hydralux moisturizer effortless sunscreen racuninskincare
",10,Positive
734,"nahyuck skincare time
",0,Neutral
735,"hadiah skincare liptint follow tweet rep na tba iya
",2,Positive
736,"korang cari content creator account business korang roger niche skincare makeup okay je takyakin so takpe skincare je here some accord handle selit selfie kekkek
",1,Positive
737,"skincare routine kulit kombinasi affordable st kombinasi rapat a thread skincareroutine skincareproducts racunskincare
",-3,Negative
738,"hauffsome package skincare cowo simple design khusus angkat minyak lebih hilang bekas jerawat cerah wajah kusam minggu pakai produk ampuh atas timbul jerawat
",10,Positive
739,"hai sebab thread pasal sakerice ferment filtrate haritu ramai komen pasal some skincare products variation of this ingredient so to address these issue here
",-10,Negative
740,"kerut hindar ga pakai skin care cari kenceng kulit muka
",-4,Negative
741,"males pakai layer layer skincare pakai x minggu udah lumayan
",3,Positive
742,"jual skincare simplysiti by ctdk sitinurhaliza sayajual sitizen
",1,Positive
743,"informasi disc animate acne serum skincare ribu nihh yuk checkout
",2,Positive
744,"sw temenku jual produk skincare nama m wajah beneran bagus banget bahaya gasih jual bagus in produk
",7,Positive
745,"kerja bangli denpasar pulang pergi motor terjang panas debu hujan muka kusem jerawat huhuu skincare ngerasa aman
",-20,Negative
746,"recap hasil tenteng oleholeh yxb happyy gacuma skincare bodycare haircare tumbler pouch super usefull day vs day
",1,Positive
747,"suruh atas cari reference model skincare brand iya kerja nonton
",-2,Negative
748,"rice ferment filtrate mesti sake sahaja rice wine minum masyarakat jepun makgeolli minum masyarakat korea arak ianya guna skincare nama aspergillusrice ferment filtrate
",-5,Negative
749,"buang skincare sat set lawan jerawat acnesafiourset green flag kulit wajah
",-10,Negative
750,"skincare ku nemu sesuai now watching coba muncul kaya closed comedo gradakan gin area jrwt sblm pakai muka suka random mncl closed comedo kira sesuai ga iya
",-15,Negative
751,"all about empties in may review share skincarebodycare honest review beneran kupake lumayan sesuai basic acne prone ku pakai suka review yuk racuninskincare racuninbodycare
",10,Positive
752,"barang lokal skincare mmg beli otak
",-2,Negative
753,"rareview cosrx snail mucin power essence kulit oily ga minyak recommended skincare cosrx skincarereview makeuptutorial makeup skincareproducts skincareroutine
",0,Neutral
754,"jumat kemarinn hangout bareng warriors jogja giat games strangers hadiah skincare streetfoodan alkid yumm tag
",3,Positive
755,"cah preloved skincare sisa jugaa jamin ori barangkali rep yak ku tinkiww
",-3,Negative
756,"lambat ga hadiah sore yuk sok reply hadiah skincare saldo
",5,Positive
757,"kejo face washes facewash vitaminc gold neem cosmetics beauty makeup skincare nightcream daycream cmb kejo kejofamily
",0,Neutral
758,"debat cowok skincare fokus campaign
",3,Positive
759,"skincare jp gakalah skincare kr iya sender kasih obat totol jiwit sodara sangka mantap banget kulit sender langsung kempes
",2,Positive
760,"udah nerapin skincare minimal tahun toner moist skg coba exfo toner kapas kotor pdhl udah double cleansing lupa exfo yaa
",-10,Negative
761,"worth it banget wajah skin barrier rusak wajib pakai rangkai skincare hydra rose by wardah disclaimer hasil beda tiap org kuy tunggu buru cek
",-11,Negative
762,"parfum keluar kymm skin ngeluarin produk skincare parfum baby kymm suka parfum powdery manis gitu coba parfum murah isi
",-4,Negative
763,"open jastip makeupskincare beauty fest asia yaw fee kitem max stasiun palmerah shopee keep event free ongkos kirim
",2,Positive
764,"mudah efektif lindung kaki lembab halus azalea smooth foot cream beli azalea smooth foot cream store yogya dapetin diskon lho azaleacantiknyamuslimah bestienyahijabers skincare promo
",16,Positive
765,"skin care chesko bangaram
",2,Positive
766,"ngantuk tidur langsung cepat cepat pakai skincare malam habis pakai skincare ngantuknya hilang sayaa beneran heran mana pergi ngantuk
",-11,Negative
767,"pakai pakai hydralux mousturizer wajah leher pagi malam pagi sunscreen malam tahap skincare routine
",-6,Negative
768,"imo no jongdae kerja brand lokal indo nggk hostnya kak indra event hancur lab putih exols trauma brand skincare lokal gara wl
",-10,Negative
769,"ella skin care spring blossom body serum saffnco chno wangi klop banget
",7,Positive
770,"guyss rekomen obat totol skincare apa ilangin bekas jerawat hitam merah anak kelas sd ga yaa adekku jidat bekas jerawat pikir takut insecure
",-28,Negative
771,"hidup capek capek salah beli skincare
",-15,Negative
772,"kemarin malam habis pulang solo eksfoliasi pakai serum bodoh skincarean buruburu kondisi gelap kayak pakai skincare tidur alhasil lihat serum pakai peeling
",-3,Negative
773,"kasi baim halu nikah panggil honey berfikir belikan skincare lahir sesar pampers nafkah biaya healing
",0,Neutral
774,"teman rekomendasi klinik bagus treatment bulan harga jangkau emang iya kumpulin uang awat beli skincare mahal
",7,Positive
775,"kak pakai skincare emang lambat hasil iya pakai rutin ngerasa aman ubah iya ngerasa sesuai hasil minggu gitu
",1,Positive
776,"yayy alhamdulillah hadiah stok skincare ku cepat habis takut lanjur exp disimpen
",-6,Negative
777,"benda waiib bawa pergi kerja manamana kanan pakai pagi spray reapplication every kerja outdoor kiri pakai lepas mandi pagi skincare reapply sunscreen soothingcooling effect terik matahari
",-11,Negative
778,"produk skincare merknya bpom harga jangkau coba produk
",10,Positive
779,"kya matlab fir steps skincare routine ki jarurat nahi
",0,Neutral
780,"pakai sheet mask makeup urut skincare yaa sunscreen
",1,Positive
781,"teknik jual marketing lain konten bias gender duluan iya begininih depan maskulintas skincare rawat kulit ga gender manusia tanggung rawat tuhan kecuali
",-7,Negative
782,"beli minyak mandi tetenya dipijet sabun emang pakai skincare tt coba prisa bust fit serum review temenku ampuh kulit tt kenceng mnta foto before afterny gboleh
",9,Positive
783,"krs sebenernya afford skincare kayak cale mager
",-8,Negative
784,"packaging ga beli skincare mainstream pasar nder bagus
",-2,Negative
785,"bahagia anniversary moga inovatif produk skincare kenal pakai warga indonesia moga brand skincare global aamiinn
",3,Positive
786,"ok rekomendasi masker jaemin jaemin spesial skincare lucu banget
",3,Positive
787,"engga pas standar indo kulit gelap gitu ga skincare lbh rajin skincare kulit cerah banget banding beda ras pdhl jawa ga mandang fisik lbh sreg mindset
",-11,Negative
788,"dont care theyre not mention in point so yeah trauma dominan produk indo aga anjing treatment mentreatment lihat produk skincare ampe promotor konser emang mention iya tl bersih oh ga urus orang terima kasih opini
",2,Positive
789,"nder coba minum obat alergi obat radang sembuh gara-gara minum buruk sangka skincare alergi bumbu instan
",-15,Negative
790,"lifehack cek bpom produk skincare curiga gosok produk tsb tangan gitu gosok kena produk pakai cincin emas hitam gosok kandung merkuri
",-19,Negative
791,"spending spesifik animemanga related iya general grocery baju skincare ww
",2,Positive
792,"pesona glowing juri miss universe urvashi rautela kena gaun makeup skincare lokal cannes film festival juri miss universe urvashi rautela hadir cannes film festival gaun skincare lokal
",-10,Negative
793,"brand skincare lokal kwnya gentle woman tas kayak merch gitu gatau desain masuk copyright
",-6,Negative
794,"saran eyecream skincare beneran cerah mata panda teman
",3,Positive
795,"kali nemu skincare kunyit urus orang banget gasih tau kunyit kenal manfaat cerah kulit ga ngestain koneng kulit kaya kakak viral ko tolak lupa racuninskincare
",-6,Negative
796,"csm as my favorite tahap skincare kulit capek kusem fresh sesuai kaum mageran ken kulit toner essence vit c hidrating sour lime oil control racuninskincare
",-9,Negative
797,"rekomendasi skincare rata warna kulit belang a thread
",-3,Negative
798,"contoh toxic masculinity lakilaki ngerasa superiorr tai ledig huek ga cowo kpop gitu teman cowo cowo rapi rajin pakai skincare bilang banci belok welcome tu hasil sistem patriark everyonee
",-14,Negative
799,"kasih salah rahasia kulit mulus effort simple pakai tahap skincare yes double toning fokusin pakai retinol kencengin hydrating kulit mulus kenyal kenceng a thread
",-9,Negative
800,"natur miracle brightening hydrating toner skintific niacinamide brightening moisturizer gel best combo skincare cerah muka
",8,Positive
801,"denger beauty vlogger hyaluronic acid bahas skincare sebenernya guna kupas tuntas manfaat hyaluronic acid skincare
",1,Positive
802,"setia jatuh cinta tu mmg tukar skin breakout sensitive susah cari skincare sesuaiso cari gentle cleanser mcm kakak perempuan bunga ingredients ngam skin harshkan kulit bubbly
",-23,Negative
803,"beli skincare bayar ajah checkout live shopee beautymallofficial tanggal juli jam wib link
",-3,Negative
804,"emang salah iya rek lek suka korea ki iki beli skincare collab member korea gitu beli kaya printilan mahal marah gara korea tok skincarenya pajang lha kerjo iya kanggo cont
",-12,Negative
805,"urut skincare kulit jerawat a thread
",-3,Negative
806,"pakek skincare eksfoliator tertawa bha nunjukin kapas coklat proses cleansing kalean bersih pakai glycolic acid kapas coklat
",6,Positive
807,"travel kejap je kejap boleh bawa barang sikit jimat ruang pergi travel selalu bawa skincare travel perfume travel kecik travel friendly cari perfume decant perfume maksud original perfume
",-19,Negative
808,"ngurangin isi lemari dikemanain donasiin baju bekas akun donasi barang bekas kirim sampah bekas skincare botol sampah organik source
",-9,Negative
809,"skincare tidur jam malam
",-4,Negative
810,"combo suka wajib pakai every night hope this combo ngam my skin forever skin kadang suka tolak skincare product muka so far this combo okay please eh ngamm je moisturiser trio
",10,Positive
811,"peti sejuk mini ratus ngam teruk student orang bujang sewa letak bilik ringan sesuai simpan makan skincare thread
",0,Neutral
812,"investasi jangka cewecewe skip yaa muka butuh skincare boobs care banget lohh akhirakhir suka banget pakai prisa bust fit secret serum boobscare racuninbodycare racunskincare
",9,Positive
813,"curhat kenal base diskon ngestock skincare beli voucher diskon ga sama
",6,Positive
814,"tekstur bening cair lightweight gitu pakai gampang nyerap ga lengket over hydrate nyaman kulit nyaman banget pakai night skincare routine
",5,Positive
815,"jerawat punggung masalah kulit bad khawatir solusi rintik skincare no bump lation a review thread racuninbodycare cr pinterest
",-16,Negative
816,"tunjuk skincare bang
",0,Neutral
817,"sama nderr sabun dapur kaya butuh anak skincare pakai up foto minyak goreng pcs liter
",-5,Negative
818,"selamat pagi cinta skincare butuh medsos tipsnya lho
",-4,Negative
819,"jerawat kondisi kulit bantuin sender saranin produk kondisi ga jerawat merah mateng gatel sakit sender fokus hydrating pakai skincare rignote cica skin type combi to cont
",-10,Negative
820,"tunjuk giat minggu time pakai skincare iya
",1,Positive
821,"big order tiktokshop kitaa ngomong-ngomong korang voucher tauu cepat grab before habiss grocey bag tinggal sikit tauu
",-12,Negative
822,"ngabisin skincare akumulasi dr kdg tahun habis pakai produk
",4,Positive
823,"tunjuk skincare sayang
",1,Positive
824,"kasih saran pouch skincare
",-4,Negative
825,"sayang buang mana wajah skincare
",-2,Negative
826,"ciwiciwi suara buru serbu makeup skincare selagi diskon tap tap tap gtgt promobbf promomakeup diskonskincare giladiskon akulakuindonesia
",-2,Negative
827,"hauff hauffsome package produk skincare cowo efektif kontrol minyak wajah cerah wajah kusam atas bekas jerawat minggu lengkap bahan activated charcoal alpha arbutin niacinamide vit c
",4,Positive
828,"double combo skincare skin barrier alo guissee akutuh masalah kulit wajah wajah sensitif banget cuaca ga nentu banget yh lumayan dampak wajah
",-3,Negative
829,"beauty sebutin basic skincare skintype yaa
",0,Neutral
830,"kiehls x genshin impact unboxing yey sblmnya terima kasih kak bantu jajan informasi kiehls skincare bagus banget pakai sblm main genshin collab uwu sayang skip link yutup
",-1,Negative
831,"orang cane pores nampak kecik laju suruh pakai blumarine ampoule nok mean hello even with makeup my pores kayakknya iya kanan gambar bebetul lepas cuci muka no skincare pori gone
",-4,Negative
832,"informasi teman cari skincare makeup sle jxb brandnya banget coba cek pict brand incer ga katalg full join grup pakai link bawah yaa
",-6,Negative
833,"iya skincare habis bareng serum facial wash lain untung banget lazada checkout skincare hihi gratisongkirdilazada
",-1,Negative
834,"mu skin care
",2,Positive
835,"ga rela ngabisin duit skincare pdhl emang butuh
",-8,Negative
836,"toko skincare kosmetik comboin voc live diskon
",5,Positive
837,"bht ziada serums aur skin care products le liye hai sab kray main unko bhi krlo
",0,Neutral
838,"pilih skincare minvo rekomendasiin sesuai bekas jerawat iya cumaditwitteravoskin
",-3,Negative
839,"hauffsome package paket skincare cowo simple produk ampuh atas bekas jerawat cegah jerawat hilang kerut cerah wajah minggu
",6,Positive
840,"tekstur tonernya cair kental cepat resap pakai kompresin pakai kapas bekas jerawat bruntusan diemin menit tahap skincare
",-8,Negative
841,"lika liku ken glowing males skincarean
",-2,Negative
842,"ramai customer try cleanser kakak perempuan bunga start repeati harap skincare jual sesuai skin dorang
",-11,Negative
843,"skincare experts tolong suggest any type of skincare kecut jerawat blind acne mcmne iya after surut timbul mesra poket plis pakai dom sulfur drying lotion tu better
",-13,Negative
844,"perskincarean korea kulit ngamuk hemat kantong st dry acne prone sensitif pakai rangkai atopic ku baik ngomong-ngomong cleansernya aussie qv gentle cetaphil
",1,Positive
845,"saran skincare atas wajah kusam
",-3,Negative
