full_text,Text Case Folding,Text Tokenizing,Text Fill,Text Normalization,Text Stemming,Text Filtering
Pengalaman pakai skincare buat kulit ku yang kombinasi kering-oily dan sensitive sampai akhirnya ketemu produk-produk yang bersahabat dengan tipe kulitku. check ,pengalaman pakai skincare buat kulit ku yang kombinasi keringoily dan sensitive sampai akhirnya ketemu produkproduk yang bersahabat dengan tipe kulitku check,"['pengalaman', 'memakai', 'skincare', 'buat', 'kulit', 'ku', 'yang', 'kombinasi', 'keringoily', 'dan', 'sensitive', 'sampai', 'akhirnya', 'ketemu', 'produkproduk', 'yang', 'bersahabat', 'dengan', 'tipe', 'kulitku', 'check']",pengalaman memakai skincare buat kulit ku yang kombinasi keringoily dan sensitive sampai akhirnya ketemu produkproduk yang bersahabat dengan tipe kulitku check,"['pengalaman', 'memakai', 'skincare', 'buat', 'kulit', 'ku', 'yang', 'kombinasi', 'keringoily', 'dan', 'sensitive', 'sampai', 'akhirnya', 'ketemu', 'produkproduk', 'yang', 'bersahabat', 'dengan', 'tipe', 'kulitku', 'check']","['alam', 'pakai', 'skincare', 'buat', 'kulit', 'ku', 'yang', 'kombinasi', 'keringoily', 'dan', 'sensitive', 'sampai', 'akhir', 'ketemu', 'produkproduk', 'yang', 'sahabat', 'dengan', 'tipe', 'kulit', 'check']","['alam', 'pakai', 'skincare', 'kulit', 'ku', 'kombinasi', 'keringoily', 'sensitive', 'ketemu', 'produkproduk', 'sahabat', 'tipe', 'kulit', 'check']"
FRIDAY FUNDAY Mini Giveaway Siapa mau Mintik beliin takjil gratisss? Caranya gampang banget nih - Follow Like &amp; RT - Komen takjil favorite kamu selama Ramadhan Pemenangnya bakal Mintik kasih E-Money untuk jajan takjil sore ini good luck! #giveaway #zonauang,friday funday mini giveaway siapa mau mintik beliin takjil gratisss caranya gampang banget nih follow like amp rt komen takjil favorite kamu selama ramadhan pemenangnya bakal mintik kasih emoney untuk jajan takjil sore ini good luck,"['friday', 'funday', 'mini', 'giveaway', 'siapa', 'mau', 'mintik', 'belikan', 'takjil', 'gratisss', 'caranya', 'gampang', 'banget', 'ini', 'follow', 'like', 'amp', 'rt', 'komen', 'takjil', 'favorite', 'kamu', 'selama', 'ramadhan', 'pemenangnya', 'bakal', 'mintik', 'kasih', 'emoney', 'untuk', 'jajan', 'takjil', 'sore', 'ini', 'good', 'luck']",friday funday mini giveaway siapa mau mintik belikan takjil gratisss caranya gampang banget ini follow like amp rt komen takjil favorite kamu selama ramadhan pemenangnya bakal mintik kasih emoney untuk jajan takjil sore ini good luck,"['friday', 'funday', 'mini', 'giveaway', 'siapa', 'mau', 'mintik', 'belikan', 'takjil', 'gratis', 'caranya', 'gampang', 'banget', 'ini', 'follow', 'like', 'amp', 'rt', 'komen', 'takjil', 'favorite', 'kamu', 'selama', 'ramadhan', 'pemenangnya', 'bakal', 'mintik', 'kasih', 'emoney', 'untuk', 'jajan', 'takjil', 'sore', 'ini', 'good', 'luck']","['friday', 'funday', 'mini', 'giveaway', 'siapa', 'mau', 'mintik', 'belikan', 'takjil', 'gratis', 'cara', 'gampang', 'banget', 'ini', 'follow', 'like', 'amp', 'rt', 'komen', 'takjil', 'favorite', 'kamu', 'lama', 'ramadhan', 'menang', 'bakal', 'mintik', 'kasih', 'emoney', 'untuk', 'jajan', 'takjil', 'sore', 'ini', 'good', 'luck']","['friday', 'funday', 'mini', 'giveaway', 'mintik', 'belikan', 'takjil', 'gratis', 'gampang', 'banget', 'follow', 'like', 'komen', 'takjil', 'favorite', 'ramadhan', 'menang', 'mintik', 'kasih', 'emoney', 'jajan', 'takjil', 'sore', 'good', 'luck']"
Liat influencer skin care tapi kok ga merawat gigi gitu. Sampai keliatan calculusnya,liat influencer skin care tapi kok ga merawat gigi gitu sampai keliatan calculusnya,"['lihat', 'influencer', 'skin', 'care', 'tapi', 'kok', 'ga', 'merawat', 'gigi', 'gitu', 'sampai', 'kelihatan', 'calculusnya']",lihat influencer skin care tapi kok ga merawat gigi gitu sampai kelihatan calculusnya,"['lihat', 'influencer', 'skin', 'care', 'tapi', 'kok', 'enggak', 'merawat', 'gigi', 'begitu', 'sampai', 'kelihatan', 'calculusnya']","['lihat', 'influencer', 'skin', 'care', 'tapi', 'kok', 'enggak', 'rawat', 'gigi', 'begitu', 'sampai', 'lihat', 'calculusnya']","['lihat', 'influencer', 'skin', 'care', 'rawat', 'gigi', 'lihat', 'calculusnya']"
@tremzle Nekat pdhl ga ngerti skincare... waduh ,nekat pdhl ga ngerti skincare waduh,"['nekat', 'pdhl', 'ga', 'mengerti', 'skincare', 'waduh']",nekat pdhl ga mengerti skincare waduh,"['nekat', 'padahal', 'enggak', 'mengerti', 'skincare', 'waduh']","['nekat', 'padahal', 'enggak', 'erti', 'skincare', 'waduh']","['nekat', 'erti', 'skincare']"
vitamin c + sunscreen = combo ter-the best! aku udah jadiin vitamin c + ss ini skincare rutin pagi aku karena ini bikin kulit jadi cerahan dan bisa memudarkan bekas jerawat! #racuninskincare https://t.co/8xCZ0la2Ji,vitamin sunscreen combo terthe best aku udah jadiin vitamin ss ini skincare rutin pagi aku karena ini bikin kulit jadi cerahan dan bisa memudarkan bekas jerawat,"['vitamin', 'sunscreen', 'combo', 'terthe', 'best', 'aku', 'sudah', 'jadi', 'vitamin', 'ss', 'ini', 'skincare', 'rutin', 'pagi', 'aku', 'karena', 'ini', 'bikin', 'kulit', 'jadi', 'cerahan', 'dan', 'bisa', 'memudarkan', 'bekas', 'jerawat']",vitamin sunscreen combo terthe best aku sudah jadi vitamin ss ini skincare rutin pagi aku karena ini bikin kulit jadi cerahan dan bisa memudarkan bekas jerawat,"['vitamin', 'sunscreen', 'combo', 'terthe', 'best', 'aku', 'sudah', 'jadi', 'vitamin', 'ss', 'ini', 'skincare', 'rutin', 'pagi', 'aku', 'karena', 'ini', 'bikin', 'kulit', 'jadi', 'cerahan', 'dan', 'bisa', 'memudarkan', 'bekas', 'jerawat']","['vitamin', 'sunscreen', 'combo', 'terthe', 'best', 'aku', 'sudah', 'jadi', 'vitamin', 'ss', 'ini', 'skincare', 'rutin', 'pagi', 'aku', 'karena', 'ini', 'bikin', 'kulit', 'jadi', 'cerah', 'dan', 'bisa', 'pudar', 'bekas', 'jerawat']","['vitamin', 'sunscreen', 'combo', 'terthe', 'best', 'vitamin', 'ss', 'skincare', 'rutin', 'pagi', 'kulit', 'cerah', 'pudar', 'bekas', 'jerawat']"
My top 5 skincare ‍ Nak cantikk ni tak mudahh yee macam macam skincare kita kena cubaa . Sekarangg ni tengah konsisten pakai product nii Semoga saya cantik sebelum raya #Cantik14HaridenganNP https://t.co/B1zuIRuNLS,my top skincare nak cantikk ni tak mudahh yee macam macam skincare kita kena cubaa sekarangg ni tengah konsisten pakai product nii semoga saya cantik sebelum raya,"['my', 'top', 'skincare', 'mau', 'cantikk', 'ini', 'tidak', 'mudahh', 'yee', 'macam', 'macam', 'skincare', 'kita', 'kena', 'cubaa', 'sekarangg', 'ini', 'tengah', 'konsisten', 'memakai', 'product', 'nii', 'semoga', 'saya', 'cantik', 'sebelum', 'raya']",my top skincare mau cantikk ini tidak mudahh yee macam macam skincare kita kena cubaa sekarangg ini tengah konsisten memakai product nii semoga saya cantik sebelum raya,"['my', 'top', 'skincare', 'mau', 'cantik', 'ini', 'tidak', 'mudahh', 'ya', 'macam', 'macam', 'skincare', 'kita', 'kena', 'cubaa', 'sekarangg', 'ini', 'tengah', 'konsisten', 'memakai', 'product', 'ini', 'semoga', 'saya', 'cantik', 'sebelum', 'raya']","['my', 'top', 'skincare', 'mau', 'cantik', 'ini', 'tidak', 'mudahh', 'ya', 'macam', 'macam', 'skincare', 'kita', 'kena', 'cubaa', 'sekarangg', 'ini', 'tengah', 'konsisten', 'pakai', 'product', 'ini', 'moga', 'saya', 'cantik', 'belum', 'raya']","['my', 'top', 'skincare', 'cantik', 'mudahh', 'skincare', 'kena', 'cubaa', 'sekarangg', 'konsisten', 'pakai', 'product', 'moga', 'cantik', 'raya']"
Bentar lagi mudik jangan lupa prepare skincare makeup kalian. Oiya karena nanti lebaran pasti make up an jangan lupa bawa micellar water di travel bag mu ya! Ini aku pake micellar water yg 300 ml biar gak perlu takut kalo ada sodara yg minta pas abis kumpul2 https://t.co/ggjj3NiBkd,bentar lagi mudik jangan lupa prepare skincare makeup kalian oiya karena nanti lebaran pasti make up an jangan lupa bawa micellar water di travel bag mu ya ini aku pake micellar water yg ml biar gak perlu takut kalo ada sodara yg minta pas abis kumpul,"['sebentar', 'lagi', 'mudik', 'jangan', 'lupa', 'prepare', 'skincare', 'makeup', 'kalian', 'oiya', 'karena', 'nanti', 'lebaran', 'pasti', 'make', 'up', 'an', 'jangan', 'lupa', 'bawa', 'micellar', 'water', 'di', 'travel', 'bag', 'mu', 'iya', 'ini', 'aku', 'pakai', 'micellar', 'water', 'yang', 'ml', 'biar', 'gak', 'perlu', 'takut', 'kalau', 'ada', 'sodara', 'yang', 'minta', 'pas', 'habis', 'kumpul']",sebentar lagi mudik jangan lupa prepare skincare makeup kalian oiya karena nanti lebaran pasti make up an jangan lupa bawa micellar water di travel bag mu iya ini aku pakai micellar water yang ml biar gak perlu takut kalau ada sodara yang minta pas habis kumpul,"['sebentar', 'lagi', 'mudik', 'jangan', 'lupa', 'prepare', 'skincare', 'makeup', 'kalian', 'oiya', 'karena', 'nanti', 'lebaran', 'pasti', 'memakai', 'up', 'an', 'jangan', 'lupa', 'bawa', 'micellar', 'water', 'di', 'travel', 'bag', 'mu', 'iya', 'ini', 'aku', 'pakai', 'micellar', 'water', 'yang', 'ml', 'biar', 'enggak', 'perlu', 'takut', 'kalau', 'ada', 'sodara', 'yang', 'meminta', 'pas', 'habis', 'kumpul']","['sebentar', 'lagi', 'mudik', 'jangan', 'lupa', 'prepare', 'skincare', 'makeup', 'kalian', 'oiya', 'karena', 'nanti', 'lebaran', 'pasti', 'pakai', 'up', 'an', 'jangan', 'lupa', 'bawa', 'micellar', 'water', 'di', 'travel', 'bag', 'mu', 'iya', 'ini', 'aku', 'pakai', 'micellar', 'water', 'yang', 'ml', 'biar', 'enggak', 'perlu', 'takut', 'kalau', 'ada', 'sodara', 'yang', 'minta', 'pas', 'habis', 'kumpul']","['sebentar', 'mudik', 'lupa', 'prepare', 'skincare', 'makeup', 'oiya', 'lebaran', 'pakai', 'up', 'an', 'lupa', 'bawa', 'micellar', 'water', 'travel', 'bag', 'mu', 'iya', 'pakai', 'micellar', 'water', 'ml', 'takut', 'sodara', 'pas', 'habis', 'kumpul']"
RACUN PROMO EDISI PAYDAY SALE ‼️ Habis gajian? Saatnya berburu skincare makeup parfum lokal di MSBB mumpung diskon mulai Rp 25 aja Ada voucher potongan 50k tanpa min. belanja juga! Detailnya cek disini ⤵️ https://t.co/AkTVgDVv0p https://t.co/aXxp9yY4gp,racun promo edisi payday sale habis gajian saatnya berburu skincare makeup parfum lokal di msbb mumpung diskon mulai rp aja ada voucher potongan tanpa min belanja juga detailnya cek disini,"['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gajian', 'saatnya', 'berburu', 'skincare', 'makeup', 'parfum', 'lokal', 'di', 'msbb', 'selagi', 'diskon', 'mulai', 'rp', 'saja', 'ada', 'voucher', 'potongan', 'tanpa', 'min', 'belanja', 'juga', 'detailnya', 'cek', 'disini']",racun promo edisi payday sale habis gajian saatnya berburu skincare makeup parfum lokal di msbb selagi diskon mulai rp saja ada voucher potongan tanpa min belanja juga detailnya cek disini,"['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gajian', 'saatnya', 'berburu', 'skincare', 'makeup', 'parfum', 'lokal', 'di', 'msbb', 'selagi', 'diskon', 'mulai', 'rp', 'saja', 'ada', 'voucher', 'potongan', 'tanpa', 'min', 'belanja', 'juga', 'detailnya', 'cek', 'disini']","['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gaji', 'saat', 'buru', 'skincare', 'makeup', 'parfum', 'lokal', 'di', 'msbb', 'selagi', 'diskon', 'mulai', 'rp', 'saja', 'ada', 'voucher', 'potong', 'tanpa', 'min', 'belanja', 'juga', 'detail', 'cek', 'sini']","['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gaji', 'buru', 'skincare', 'makeup', 'parfum', 'lokal', 'msbb', 'selagi', 'diskon', 'rp', 'voucher', 'potong', 'min', 'belanja', 'detail', 'cek']"
𝙆𝘼𝙉𝘼𝙙𝙨 Untuk semua yang sedang mencari produk skincare yang pastinya mempunyai banyak manfaat aku rekomendasikan Sagesse White Radiant Series ini! Selain membuat kulit kita halus produk ini juga bisa membuat wajah kita tampak lebih muda~,untuk semua yang sedang mencari produk skincare yang pastinya mempunyai banyak manfaat aku rekomendasikan sagesse white radiant series ini selain membuat kulit kita halus produk ini juga bisa membuat wajah kita tampak lebih muda,"['untuk', 'semua', 'yang', 'sedang', 'mencari', 'produk', 'skincare', 'yang', 'pastinya', 'mempunyai', 'banyak', 'manfaat', 'aku', 'rekomendasikan', 'sagesse', 'white', 'radiant', 'series', 'ini', 'selain', 'membuat', 'kulit', 'kita', 'halus', 'produk', 'ini', 'juga', 'bisa', 'membuat', 'wajah', 'kita', 'tampak', 'lebih', 'muda']",untuk semua yang sedang mencari produk skincare yang pastinya mempunyai banyak manfaat aku rekomendasikan sagesse white radiant series ini selain membuat kulit kita halus produk ini juga bisa membuat wajah kita tampak lebih muda,"['untuk', 'semua', 'yang', 'sedang', 'mencari', 'produk', 'skincare', 'yang', 'pastinya', 'mempunyai', 'banyak', 'manfaat', 'aku', 'rekomendasikan', 'sagesse', 'white', 'radiant', 'series', 'ini', 'selain', 'membuat', 'kulit', 'kita', 'halus', 'produk', 'ini', 'juga', 'bisa', 'membuat', 'wajah', 'kita', 'tampak', 'lebih', 'muda']","['untuk', 'semua', 'yang', 'sedang', 'cari', 'produk', 'skincare', 'yang', 'pasti', 'punya', 'banyak', 'manfaat', 'aku', 'rekomendasi', 'sagesse', 'white', 'radiant', 'series', 'ini', 'selain', 'buat', 'kulit', 'kita', 'halus', 'produk', 'ini', 'juga', 'bisa', 'buat', 'wajah', 'kita', 'tampak', 'lebih', 'muda']","['cari', 'produk', 'skincare', 'manfaat', 'rekomendasi', 'sagesse', 'white', 'radiant', 'series', 'kulit', 'halus', 'produk', 'wajah', 'muda']"
Mulai eps 6 bakal nonton #QueenOfTears sebelum skin care an deh malem ini banjir air mata sampek sesenggukan #QueenOfTearsEp5 https://t.co/7G9pTGlIXL,mulai eps bakal nonton sebelum skin care an deh malem ini banjir air mata sampek sesenggukan,"['mulai', 'eps', 'bakal', 'nonton', 'sebelum', 'skin', 'care', 'an', 'deh', 'malam', 'ini', 'banjir', 'air', 'mata', 'sampek', 'sesenggukan']",mulai eps bakal nonton sebelum skin care an deh malam ini banjir air mata sampek sesenggukan,"['mulai', 'eps', 'bakal', 'menonton', 'sebelum', 'skin', 'care', 'an', 'deh', 'malam', 'ini', 'banjir', 'air', 'mata', 'sampai', 'sesenggukan']","['mulai', 'eps', 'bakal', 'tonton', 'belum', 'skin', 'care', 'an', 'deh', 'malam', 'ini', 'banjir', 'air', 'mata', 'sampai', 'sengguk']","['eps', 'tonton', 'skin', 'care', 'an', 'deh', 'malam', 'banjir', 'air', 'mata', 'sengguk']"
jgn ajari aku sbr aku tetep mkai skincare walau gk ngruh dikulit,jgn ajari aku sbr aku tetep mkai skincare walau gk ngruh dikulit,"['jangan', 'ajari', 'aku', 'sbr', 'aku', 'tetep', 'mkai', 'skincare', 'walau', 'gk', 'ngruh', 'dikulit']",jangan ajari aku sbr aku tetep mkai skincare walau gk ngruh dikulit,"['jangan', 'ajari', 'aku', 'sabar', 'aku', 'tetap', 'mkai', 'skincare', 'walau', 'enggak', 'ngruh', 'dikulit']","['jangan', 'ajar', 'aku', 'sabar', 'aku', 'tetap', 'mkai', 'skincare', 'walau', 'enggak', 'ngruh', 'kulit']","['ajar', 'sabar', 'mkai', 'skincare', 'ngruh', 'kulit']"
Siapa yang jual skin care nacific uyu toner abis event ATEEZ? ayo tawarin aku#zonauang #zonajajan,siapa yang jual skin care nacific uyu toner abis event ateez ayo tawarin aku,"['siapa', 'yang', 'jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'habis', 'event', 'ateez', 'ayo', 'tawarin', 'aku']",siapa yang jual skin care nacific uyu toner habis event ateez ayo tawarin aku,"['siapa', 'yang', 'jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'habis', 'event', 'ateez', 'ayo', 'tawarin', 'aku']","['siapa', 'yang', 'jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'habis', 'event', 'ateez', 'ayo', 'tawarin', 'aku']","['jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'habis', 'event', 'ateez', 'ayo', 'tawarin']"
Rekomemdasi precious powdery cake yang waterpoof dan punya banyak shade yang cocok sama kulit wanita indonesia Ini shade natural 01 nya aja secakep ini coverage tapi ringan bngt di kulit gak dempu Waaaaa blm apa apa dah speechless gini https://t.co/6BvknMifpt,rekomemdasi precious powdery cake yang waterpoof dan punya banyak shade yang cocok sama kulit wanita indonesia ini shade natural nya aja secakep ini coverage tapi ringan bngt di kulit gak dempu waaaaa blm apa apa dah speechless gini,"['rekomemdasi', 'precious', 'powdery', 'cake', 'yang', 'waterpoof', 'dan', 'punya', 'banyak', 'shade', 'yang', 'cocok', 'sama', 'kulit', 'wanita', 'indonesia', 'ini', 'shade', 'natural', 'nya', 'saja', 'secakep', 'ini', 'coverage', 'tapi', 'ringan', 'bngt', 'di', 'kulit', 'gak', 'dempu', 'waaaaa', 'belum', 'apa', 'apa', 'deh', 'speechless', 'gini']",rekomemdasi precious powdery cake yang waterpoof dan punya banyak shade yang cocok sama kulit wanita indonesia ini shade natural nya saja secakep ini coverage tapi ringan bngt di kulit gak dempu waaaaa belum apa apa deh speechless gini,"['rekomemdasi', 'precious', 'powdery', 'cake', 'yang', 'waterpoof', 'dan', 'punya', 'banyak', 'shade', 'yang', 'cocok', 'sama', 'kulit', 'wanita', 'indonesia', 'ini', 'shade', 'natural', 'nya', 'saja', 'secakep', 'ini', 'coverage', 'tapi', 'ringan', 'banget', 'di', 'kulit', 'enggak', 'dempu', 'waaaaa', 'belum', 'apa', 'apa', 'deh', 'speechless', 'begini']","['rekomemdasi', 'precious', 'powdery', 'cake', 'yang', 'waterpoof', 'dan', 'punya', 'banyak', 'shade', 'yang', 'cocok', 'sama', 'kulit', 'wanita', 'indonesia', 'ini', 'shade', 'natural', 'nya', 'saja', 'cakep', 'ini', 'coverage', 'tapi', 'ringan', 'banget', 'di', 'kulit', 'enggak', 'dempu', 'waaaaa', 'belum', 'apa', 'apa', 'deh', 'speechless', 'begini']","['rekomemdasi', 'precious', 'powdery', 'cake', 'waterpoof', 'shade', 'cocok', 'kulit', 'wanita', 'indonesia', 'shade', 'natural', 'cakep', 'coverage', 'ringan', 'banget', 'kulit', 'dempu', 'waaaaa', 'deh', 'speechless']"
gess ada yg tau skincare buat komedo ga sii? udaa coba pake ini itu ga mempan,gess ada yg tau skincare buat komedo ga sii udaa coba pake ini itu ga mempan,"['gess', 'ada', 'yang', 'tahu', 'skincare', 'buat', 'komedo', 'ga', 'sii', 'udaa', 'coba', 'pakai', 'ini', 'itu', 'ga', 'mempan']",gess ada yang tahu skincare buat komedo ga sii udaa coba pakai ini itu ga mempan,"['gess', 'ada', 'yang', 'tahu', 'skincare', 'buat', 'komedo', 'enggak', 'sih', 'udaa', 'coba', 'pakai', 'ini', 'itu', 'enggak', 'mempan']","['gess', 'ada', 'yang', 'tahu', 'skincare', 'buat', 'komedo', 'enggak', 'sih', 'udaa', 'coba', 'pakai', 'ini', 'itu', 'enggak', 'mempan']","['gess', 'skincare', 'komedo', 'udaa', 'coba', 'pakai', 'mempan']"
Mauu kek rang-orang cocok pake skincare murah,mauu kek rangorang cocok pake skincare murah,"['mauu', 'seperti', 'rangorang', 'cocok', 'pakai', 'skincare', 'murah']",mauu seperti rangorang cocok pakai skincare murah,"['mau', 'seperti', 'rangorang', 'cocok', 'pakai', 'skincare', 'murah']","['mau', 'seperti', 'rangorang', 'cocok', 'pakai', 'skincare', 'murah']","['rangorang', 'cocok', 'pakai', 'skincare', 'murah']"
menahan diri dari membeli skincare ada lah satu cabaran ‍,menahan diri dari membeli skincare ada lah satu cabaran,"['menahan', 'diri', 'dari', 'membeli', 'skincare', 'ada', 'lah', 'satu', 'cabaran']",menahan diri dari membeli skincare ada lah satu cabaran,"['menahan', 'diri', 'dari', 'membeli', 'skincare', 'ada', 'lah', 'satu', 'cabaran']","['tahan', 'diri', 'dari', 'beli', 'skincare', 'ada', 'lah', 'satu', 'cabar']","['tahan', 'beli', 'skincare', 'cabar']"
GUE IRI BGT SAMA YG BANGUN TIDUR KELIATAN SEGER GAPERLU SKINCARE INA ITU rambutnya on point juga,gue iri bgt sama yg bangun tidur keliatan seger gaperlu skincare ina itu rambutnya on point juga,"['saya', 'iri', 'banget', 'sama', 'yang', 'bangun', 'tidur', 'kelihatan', 'seger', 'gaperlu', 'skincare', 'ina', 'itu', 'rambutnya', 'on', 'point', 'juga']",saya iri banget sama yang bangun tidur kelihatan seger gaperlu skincare ina itu rambutnya on point juga,"['saya', 'iri', 'banget', 'sama', 'yang', 'bangun', 'tidur', 'kelihatan', 'segar', 'gaperlu', 'skincare', 'ina', 'itu', 'rambutnya', 'on', 'point', 'juga']","['saya', 'iri', 'banget', 'sama', 'yang', 'bangun', 'tidur', 'lihat', 'segar', 'gaperlu', 'skincare', 'ina', 'itu', 'rambut', 'on', 'point', 'juga']","['iri', 'banget', 'bangun', 'tidur', 'lihat', 'segar', 'gaperlu', 'skincare', 'ina', 'rambut', 'on', 'point']"
Tahukah kamu? Paparan sinar matahari dapat menyebabkan penuaan dini. Yuk lindungi kulitmu dengan sunscreen minimal SPF 30 setiap hari! ️ Bahkan Neogen punya skincare dengan SPF 50 lho!!,tahukah kamu paparan sinar matahari dapat menyebabkan penuaan dini yuk lindungi kulitmu dengan sunscreen minimal spf setiap hari bahkan neogen punya skincare dengan spf lho,"['tahukah', 'kamu', 'paparan', 'sinar', 'matahari', 'dapat', 'menyebabkan', 'penuaan', 'dini', 'yuk', 'lindungi', 'kulitmu', 'dengan', 'sunscreen', 'minimal', 'spf', 'setiap', 'hari', 'bahkan', 'neogen', 'punya', 'skincare', 'dengan', 'spf', 'lho']",tahukah kamu paparan sinar matahari dapat menyebabkan penuaan dini yuk lindungi kulitmu dengan sunscreen minimal spf setiap hari bahkan neogen punya skincare dengan spf lho,"['tahukah', 'kamu', 'paparan', 'sinar', 'matahari', 'dapat', 'menyebabkan', 'penuaan', 'dini', 'yuk', 'lindungi', 'kulitmu', 'dengan', 'sunscreen', 'minimal', 'spf', 'setiap', 'hari', 'bahkan', 'neogen', 'punya', 'skincare', 'dengan', 'spf', 'lho']","['tahu', 'kamu', 'papar', 'sinar', 'matahari', 'dapat', 'sebab', 'tua', 'dini', 'yuk', 'lindung', 'kulit', 'dengan', 'sunscreen', 'minimal', 'spf', 'tiap', 'hari', 'bahkan', 'neogen', 'punya', 'skincare', 'dengan', 'spf', 'lho']","['papar', 'sinar', 'matahari', 'tua', 'yuk', 'lindung', 'kulit', 'sunscreen', 'minimal', 'spf', 'neogen', 'skincare', 'spf', 'lho']"
takut kulit kurang terhidrasi selama puasa? atau bingung bikin jadwal skincare an selama ramadan? . . tenang.. kamu boleh banget loh ikutin ini BASEfriends! https://t.co/tpt1I1YxhS,takut kulit kurang terhidrasi selama puasa atau bingung bikin jadwal skincare an selama ramadan tenang kamu boleh banget loh ikutin ini basefriends,"['takut', 'kulit', 'kurang', 'terhidrasi', 'selama', 'puasa', 'atau', 'bingung', 'bikin', 'jadwal', 'skincare', 'an', 'selama', 'ramadan', 'tenang', 'kamu', 'boleh', 'banget', 'loh', 'ikutin', 'ini', 'basefriends']",takut kulit kurang terhidrasi selama puasa atau bingung bikin jadwal skincare an selama ramadan tenang kamu boleh banget loh ikutin ini basefriends,"['takut', 'kulit', 'kurang', 'terhidrasi', 'selama', 'puasa', 'atau', 'bingung', 'bikin', 'jadwal', 'skincare', 'an', 'selama', 'ramadan', 'tenang', 'kamu', 'boleh', 'banget', 'loh', 'mengikuti', 'ini', 'basefriends']","['takut', 'kulit', 'kurang', 'hidrasi', 'lama', 'puasa', 'atau', 'bingung', 'bikin', 'jadwal', 'skincare', 'an', 'lama', 'ramadan', 'tenang', 'kamu', 'boleh', 'banget', 'loh', 'ikut', 'ini', 'basefriends']","['takut', 'kulit', 'hidrasi', 'puasa', 'bingung', 'jadwal', 'skincare', 'an', 'ramadan', 'tenang', 'banget', 'basefriends']"
Ya Allah ini curhatan w napa banyak yg like. Tapi gue jadi tau kalo gue ga sendirian yg hidupnya gini2 aja Gue jga ga pernah pake skincare beli baju baru langganan netflix kek org2. Tapi yaudah ttp w syukuri krn w masih bisa makan Mangat ya yg bernasib sama kek gue ,ya allah ini curhatan napa banyak yg like tapi gue jadi tau kalo gue ga sendirian yg hidupnya gini aja gue jga ga pernah pake skincare beli baju baru langganan netflix kek org tapi yaudah ttp syukuri krn masih bisa makan mangat ya yg bernasib sama kek gue,"['iya', 'allah', 'ini', 'curhatan', 'kenapa', 'banyak', 'yang', 'like', 'tapi', 'saya', 'jadi', 'tahu', 'kalau', 'saya', 'ga', 'sendirian', 'yang', 'hidupnya', 'gini', 'saja', 'saya', 'juga', 'ga', 'pernah', 'pakai', 'skincare', 'beli', 'baju', 'baru', 'langganan', 'netflix', 'seperti', 'org', 'tapi', 'ya', 'sudah', 'ttp', 'syukuri', 'karena', 'masih', 'bisa', 'makan', 'mangat', 'iya', 'yang', 'bernasib', 'sama', 'seperti', 'saya']",iya allah ini curhatan kenapa banyak yang like tapi saya jadi tahu kalau saya ga sendirian yang hidupnya gini saja saya juga ga pernah pakai skincare beli baju baru langganan netflix seperti org tapi ya sudah ttp syukuri karena masih bisa makan mangat iya yang bernasib sama seperti saya,"['iya', 'allah', 'ini', 'curhatan', 'kenapa', 'banyak', 'yang', 'like', 'tapi', 'saya', 'jadi', 'tahu', 'kalau', 'saya', 'enggak', 'sendirian', 'yang', 'hidupnya', 'begini', 'saja', 'saya', 'juga', 'enggak', 'pernah', 'pakai', 'skincare', 'beli', 'baju', 'baru', 'langganan', 'netflix', 'seperti', 'orang', 'tapi', 'ya', 'sudah', 'tetap', 'syukuri', 'karena', 'masih', 'bisa', 'makan', 'mangat', 'iya', 'yang', 'bernasib', 'sama', 'seperti', 'saya']","['iya', 'allah', 'ini', 'curhatan', 'kenapa', 'banyak', 'yang', 'like', 'tapi', 'saya', 'jadi', 'tahu', 'kalau', 'saya', 'enggak', 'sendiri', 'yang', 'hidup', 'begini', 'saja', 'saya', 'juga', 'enggak', 'pernah', 'pakai', 'skincare', 'beli', 'baju', 'baru', 'langgan', 'netflix', 'seperti', 'orang', 'tapi', 'ya', 'sudah', 'tetap', 'syukur', 'karena', 'masih', 'bisa', 'makan', 'mangat', 'iya', 'yang', 'nasib', 'sama', 'seperti', 'saya']","['iya', 'curhatan', 'like', 'hidup', 'pakai', 'skincare', 'beli', 'baju', 'langgan', 'netflix', 'orang', 'syukur', 'makan', 'mangat', 'iya', 'nasib']"
mau mewek tapi sayang udah pake skin care,mau mewek tapi sayang udah pake skin care,"['mau', 'mewek', 'tapi', 'sayang', 'sudah', 'pakai', 'skin', 'care']",mau mewek tapi sayang sudah pakai skin care,"['mau', 'mewek', 'tapi', 'sayang', 'sudah', 'pakai', 'skin', 'care']","['mau', 'mewek', 'tapi', 'sayang', 'sudah', 'pakai', 'skin', 'care']","['mewek', 'sayang', 'pakai', 'skin', 'care']"
