full_text,Text Case Folding,Text Tokenizing,Text Normalization,Text Stemming,Text Filtering
My top 5 skincare ‍ Nak cantikk ni tak mudahh yee macam macam skincare kita kena cubaa . Sekarangg ni tengah konsisten pakai product nii Semoga saya cantik sebelum raya #Cantik14HaridenganNP https://t.co/B1zuIRuNLS,my top skincare nak cantikk ni tak mudahh yee macam macam skincare kita kena cubaa sekarangg ni tengah konsisten pakai product nii semoga saya cantik sebelum raya,"['my', 'top', 'skincare', 'nak', 'cantikk', 'ni', 'tak', 'mudahh', 'yee', 'macam', 'macam', 'skincare', 'kita', 'kena', 'cubaa', 'sekarangg', 'ni', 'tengah', 'konsisten', 'pakai', 'product', 'nii', 'semoga', 'saya', 'cantik', 'sebelum', 'raya']","['my', 'top', 'skincare', 'nak', 'cantikk', 'ni', 'tak', 'mudahh', 'yee', 'macam', 'macam', 'skincare', 'kita', 'kena', 'cubaa', 'sekarangg', 'ni', 'tengah', 'konsisten', 'pakai', 'product', 'nii', 'semoga', 'saya', 'cantik', 'sebelum', 'raya']","['my', 'top', 'skincare', 'nak', 'cantikk', 'ni', 'tak', 'mudahh', 'yee', 'macam', 'macam', 'skincare', 'kita', 'kena', 'cubaa', 'sekarangg', 'ni', 'tengah', 'konsisten', 'pakai', 'product', 'nii', 'moga', 'saya', 'cantik', 'belum', 'raya']","['my', 'top', 'skincare', 'nak', 'cantikk', 'ni', 'mudahh', 'yee', 'skincare', 'kena', 'cubaa', 'sekarangg', 'ni', 'konsisten', 'pakai', 'product', 'nii', 'moga', 'cantik', 'raya']"
Bentar lagi mudik jangan lupa prepare skincare makeup kalian. Oiya karena nanti lebaran pasti make up an jangan lupa bawa micellar water di travel bag mu ya! Ini aku pake micellar water yg 300 ml biar gak perlu takut kalo ada sodara yg minta pas abis kumpul2 https://t.co/ggjj3NiBkd,bentar lagi mudik jangan lupa prepare skincare makeup kalian oiya karena nanti lebaran pasti make up an jangan lupa bawa micellar water di travel bag mu ya ini aku pake micellar water yg ml biar gak perlu takut kalo ada sodara yg minta pas abis kumpul,"['bentar', 'lagi', 'mudik', 'jangan', 'lupa', 'prepare', 'skincare', 'makeup', 'kalian', 'oiya', 'karena', 'nanti', 'lebaran', 'pasti', 'make', 'up', 'an', 'jangan', 'lupa', 'bawa', 'micellar', 'water', 'di', 'travel', 'bag', 'mu', 'ya', 'ini', 'aku', 'pake', 'micellar', 'water', 'yg', 'ml', 'biar', 'gak', 'perlu', 'takut', 'kalo', 'ada', 'sodara', 'yg', 'minta', 'pas', 'abis', 'kumpul']","['bentar', 'lagi', 'mudik', 'jangan', 'lupa', 'prepare', 'skincare', 'makeup', 'kalian', 'oiya', 'karena', 'nanti', 'lebaran', 'pasti', 'make', 'up', 'an', 'jangan', 'lupa', 'bawa', 'micellar', 'water', 'di', 'travel', 'bag', 'mu', 'ya', 'ini', 'aku', 'pake', 'micellar', 'water', 'yg', 'ml', 'biar', 'gak', 'perlu', 'takut', 'kalo', 'ada', 'sodara', 'yg', 'minta', 'pas', 'abis', 'kumpul']","['bentar', 'lagi', 'mudik', 'jangan', 'lupa', 'prepare', 'skincare', 'makeup', 'kalian', 'oiya', 'karena', 'nanti', 'lebaran', 'pasti', 'make', 'up', 'an', 'jangan', 'lupa', 'bawa', 'micellar', 'water', 'di', 'travel', 'bag', 'mu', 'ya', 'ini', 'aku', 'pake', 'micellar', 'water', 'yg', 'ml', 'biar', 'gak', 'perlu', 'takut', 'kalo', 'ada', 'sodara', 'yg', 'minta', 'pas', 'abis', 'kumpul']","['bentar', 'mudik', 'lupa', 'prepare', 'skincare', 'makeup', 'oiya', 'lebaran', 'make', 'up', 'an', 'lupa', 'bawa', 'micellar', 'water', 'travel', 'bag', 'mu', 'pake', 'micellar', 'water', 'ml', 'takut', 'sodara', 'pas', 'abis', 'kumpul']"
RACUN PROMO EDISI PAYDAY SALE ‼️ Habis gajian? Saatnya berburu skincare makeup parfum lokal di MSBB mumpung diskon mulai Rp 25 aja Ada voucher potongan 50k tanpa min. belanja juga! Detailnya cek disini ⤵️ https://t.co/AkTVgDVv0p https://t.co/aXxp9yY4gp,racun promo edisi payday sale habis gajian saatnya berburu skincare makeup parfum lokal di msbb mumpung diskon mulai rp aja ada voucher potongan  tanpa min belanja juga detailnya cek disini,"['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gajian', 'saatnya', 'berburu', 'skincare', 'makeup', 'parfum', 'lokal', 'di', 'msbb', 'mumpung', 'diskon', 'mulai', 'rp', 'aja', 'ada', 'voucher', 'potongan', 'tanpa', 'min', 'belanja', 'juga', 'detailnya', 'cek', 'disini']","['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gajian', 'saatnya', 'berburu', 'skincare', 'makeup', 'parfum', 'lokal', 'di', 'msbb', 'mumpung', 'diskon', 'mulai', 'rp', 'aja', 'ada', 'voucher', 'potongan', 'tanpa', 'min', 'belanja', 'juga', 'detailnya', 'cek', 'disini']","['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gaji', 'saat', 'buru', 'skincare', 'makeup', 'parfum', 'lokal', 'di', 'msbb', 'mumpung', 'diskon', 'mulai', 'rp', 'aja', 'ada', 'voucher', 'potong', 'tanpa', 'min', 'belanja', 'juga', 'detail', 'cek', 'sini']","['racun', 'promo', 'edisi', 'payday', 'sale', 'habis', 'gaji', 'buru', 'skincare', 'makeup', 'parfum', 'lokal', 'msbb', 'mumpung', 'diskon', 'rp', 'voucher', 'potong', 'min', 'belanja', 'detail', 'cek']"
𝙆𝘼𝙉𝘼𝙙𝙨 Untuk semua yang sedang mencari produk skincare yang pastinya mempunyai banyak manfaat aku rekomendasikan Sagesse White Radiant Series ini! Selain membuat kulit kita halus produk ini juga bisa membuat wajah kita tampak lebih muda~,untuk semua yang sedang mencari produk skincare yang pastinya mempunyai banyak manfaat aku rekomendasikan sagesse white radiant series ini selain membuat kulit kita halus produk ini juga bisa membuat wajah kita tampak lebih muda,"['untuk', 'semua', 'yang', 'sedang', 'mencari', 'produk', 'skincare', 'yang', 'pastinya', 'mempunyai', 'banyak', 'manfaat', 'aku', 'rekomendasikan', 'sagesse', 'white', 'radiant', 'series', 'ini', 'selain', 'membuat', 'kulit', 'kita', 'halus', 'produk', 'ini', 'juga', 'bisa', 'membuat', 'wajah', 'kita', 'tampak', 'lebih', 'muda']","['untuk', 'semua', 'yang', 'sedang', 'mencari', 'produk', 'skincare', 'yang', 'pastinya', 'mempunyai', 'banyak', 'manfaat', 'aku', 'rekomendasikan', 'sagesse', 'white', 'radiant', 'series', 'ini', 'selain', 'membuat', 'kulit', 'kita', 'halus', 'produk', 'ini', 'juga', 'bisa', 'membuat', 'wajah', 'kita', 'tampak', 'lebih', 'muda']","['untuk', 'semua', 'yang', 'sedang', 'cari', 'produk', 'skincare', 'yang', 'pasti', 'punya', 'banyak', 'manfaat', 'aku', 'rekomendasi', 'sagesse', 'white', 'radiant', 'series', 'ini', 'selain', 'buat', 'kulit', 'kita', 'halus', 'produk', 'ini', 'juga', 'bisa', 'buat', 'wajah', 'kita', 'tampak', 'lebih', 'muda']","['cari', 'produk', 'skincare', 'manfaat', 'rekomendasi', 'sagesse', 'white', 'radiant', 'series', 'kulit', 'halus', 'produk', 'wajah', 'muda']"
Mulai eps 6 bakal nonton #QueenOfTears sebelum skin care an deh malem ini banjir air mata sampek sesenggukan #QueenOfTearsEp5 https://t.co/7G9pTGlIXL,mulai eps bakal nonton sebelum skin care an deh malem ini banjir air mata sampek sesenggukan,"['mulai', 'eps', 'bakal', 'nonton', 'sebelum', 'skin', 'care', 'an', 'deh', 'malem', 'ini', 'banjir', 'air', 'mata', 'sampek', 'sesenggukan']","['mulai', 'eps', 'bakal', 'nonton', 'sebelum', 'skin', 'care', 'an', 'deh', 'malem', 'ini', 'banjir', 'air', 'mata', 'sampek', 'sesenggukan']","['mulai', 'eps', 'bakal', 'nonton', 'belum', 'skin', 'care', 'an', 'deh', 'malem', 'ini', 'banjir', 'air', 'mata', 'sampek', 'sengguk']","['eps', 'nonton', 'skin', 'care', 'an', 'deh', 'malem', 'banjir', 'air', 'mata', 'sampek', 'sengguk']"
jgn ajari aku sbr aku tetep mkai skincare walau gk ngruh dikulit,jgn ajari aku sbr aku tetep mkai skincare walau gk ngruh dikulit,"['jgn', 'ajari', 'aku', 'sbr', 'aku', 'tetep', 'mkai', 'skincare', 'walau', 'gk', 'ngruh', 'dikulit']","['jgn', 'ajari', 'aku', 'sbr', 'aku', 'tetep', 'mkai', 'skincare', 'walau', 'gk', 'ngruh', 'dikulit']","['jgn', 'ajar', 'aku', 'sbr', 'aku', 'tetep', 'mkai', 'skincare', 'walau', 'gk', 'ngruh', 'kulit']","['ajar', 'sbr', 'tetep', 'mkai', 'skincare', 'gk', 'ngruh', 'kulit']"
Siapa yang jual skin care nacific uyu toner abis event ATEEZ? ayo tawarin aku#zonauang #zonajajan,siapa yang jual skin care nacific uyu toner abis event ateez ayo tawarin aku,"['siapa', 'yang', 'jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'abis', 'event', 'ateez', 'ayo', 'tawarin', 'aku']","['siapa', 'yang', 'jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'abis', 'event', 'ateez', 'ayo', 'tawarin', 'aku']","['siapa', 'yang', 'jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'abis', 'event', 'ateez', 'ayo', 'tawarin', 'aku']","['jual', 'skin', 'care', 'nacific', 'uyu', 'toner', 'abis', 'event', 'ateez', 'ayo', 'tawarin']"
Rekomemdasi precious powdery cake yang waterpoof dan punya banyak shade yang cocok sama kulit wanita indonesia Ini shade natural 01 nya aja secakep ini coverage tapi ringan bngt di kulit gak dempu Waaaaa blm apa apa dah speechless gini https://t.co/6BvknMifpt,rekomemdasi precious powdery cake yang waterpoof dan punya banyak shade yang cocok sama kulit wanita indonesia ini shade natural nya aja secakep ini coverage tapi ringan bngt di kulit gak dempu waaaaa blm apa apa dah speechless gini,"['rekomemdasi', 'precious', 'powdery', 'cake', 'yang', 'waterpoof', 'dan', 'punya', 'banyak', 'shade', 'yang', 'cocok', 'sama', 'kulit', 'wanita', 'indonesia', 'ini', 'shade', 'natural', 'nya', 'aja', 'secakep', 'ini', 'coverage', 'tapi', 'ringan', 'bngt', 'di', 'kulit', 'gak', 'dempu', 'waaaaa', 'blm', 'apa', 'apa', 'dah', 'speechless', 'gini']","['rekomemdasi', 'precious', 'powdery', 'cake', 'yang', 'waterpoof', 'dan', 'punya', 'banyak', 'shade', 'yang', 'cocok', 'sama', 'kulit', 'wanita', 'indonesia', 'ini', 'shade', 'natural', 'nya', 'aja', 'secakep', 'ini', 'coverage', 'tapi', 'ringan', 'bngt', 'di', 'kulit', 'gak', 'dempu', 'waaaaa', 'blm', 'apa', 'apa', 'dah', 'speechless', 'gini']","['rekomemdasi', 'precious', 'powdery', 'cake', 'yang', 'waterpoof', 'dan', 'punya', 'banyak', 'shade', 'yang', 'cocok', 'sama', 'kulit', 'wanita', 'indonesia', 'ini', 'shade', 'natural', 'nya', 'aja', 'cakep', 'ini', 'coverage', 'tapi', 'ringan', 'bngt', 'di', 'kulit', 'gak', 'dempu', 'waaaaa', 'blm', 'apa', 'apa', 'dah', 'speechless', 'gin']","['rekomemdasi', 'precious', 'powdery', 'cake', 'waterpoof', 'shade', 'cocok', 'kulit', 'wanita', 'indonesia', 'shade', 'natural', 'cakep', 'coverage', 'ringan', 'bngt', 'kulit', 'dempu', 'waaaaa', 'blm', 'dah', 'speechless', 'gin']"
gess ada yg tau skincare buat komedo ga sii? udaa coba pake ini itu ga mempan,gess ada yg tau skincare buat komedo ga sii udaa coba pake ini itu ga mempan,"['gess', 'ada', 'yg', 'tau', 'skincare', 'buat', 'komedo', 'ga', 'sii', 'udaa', 'coba', 'pake', 'ini', 'itu', 'ga', 'mempan']","['gess', 'ada', 'yg', 'tau', 'skincare', 'buat', 'komedo', 'ga', 'sii', 'udaa', 'coba', 'pake', 'ini', 'itu', 'ga', 'mempan']","['gess', 'ada', 'yg', 'tau', 'skincare', 'buat', 'komedo', 'ga', 'sii', 'udaa', 'coba', 'pake', 'ini', 'itu', 'ga', 'mempan']","['gess', 'skincare', 'komedo', 'sii', 'udaa', 'coba', 'pake', 'mempan']"
Mauu kek rang-orang cocok pake skincare murah,mauu kek rangorang cocok pake skincare murah,"['mauu', 'kek', 'rangorang', 'cocok', 'pake', 'skincare', 'murah']","['mauu', 'kek', 'rangorang', 'cocok', 'pake', 'skincare', 'murah']","['mauu', 'kek', 'rangorang', 'cocok', 'pake', 'skincare', 'murah']","['mauu', 'kek', 'rangorang', 'cocok', 'pake', 'skincare', 'murah']"
menahan diri dari membeli skincare ada lah satu cabaran ‍,menahan diri dari membeli skincare ada lah satu cabaran,"['menahan', 'diri', 'dari', 'membeli', 'skincare', 'ada', 'lah', 'satu', 'cabaran']","['menahan', 'diri', 'dari', 'membeli', 'skincare', 'ada', 'lah', 'satu', 'cabaran']","['tahan', 'diri', 'dari', 'beli', 'skincare', 'ada', 'lah', 'satu', 'cabar']","['tahan', 'beli', 'skincare', 'cabar']"
GUE IRI BGT SAMA YG BANGUN TIDUR KELIATAN SEGER GAPERLU SKINCARE INA ITU rambutnya on point juga,gue iri bgt sama yg bangun tidur keliatan seger gaperlu skincare ina itu rambutnya on point juga,"['gue', 'iri', 'bgt', 'sama', 'yg', 'bangun', 'tidur', 'keliatan', 'seger', 'gaperlu', 'skincare', 'ina', 'itu', 'rambutnya', 'on', 'point', 'juga']","['gue', 'iri', 'bgt', 'sama', 'yg', 'bangun', 'tidur', 'keliatan', 'seger', 'gaperlu', 'skincare', 'ina', 'itu', 'rambutnya', 'on', 'point', 'juga']","['gue', 'iri', 'bgt', 'sama', 'yg', 'bangun', 'tidur', 'liat', 'seger', 'gaperlu', 'skincare', 'ina', 'itu', 'rambut', 'on', 'point', 'juga']","['gue', 'iri', 'bgt', 'bangun', 'tidur', 'liat', 'seger', 'gaperlu', 'skincare', 'ina', 'rambut', 'on', 'point']"
Tahukah kamu? Paparan sinar matahari dapat menyebabkan penuaan dini. Yuk lindungi kulitmu dengan sunscreen minimal SPF 30 setiap hari! ️ Bahkan Neogen punya skincare dengan SPF 50 lho!!,tahukah kamu paparan sinar matahari dapat menyebabkan penuaan dini yuk lindungi kulitmu dengan sunscreen minimal spf setiap hari bahkan neogen punya skincare dengan spf lho,"['tahukah', 'kamu', 'paparan', 'sinar', 'matahari', 'dapat', 'menyebabkan', 'penuaan', 'dini', 'yuk', 'lindungi', 'kulitmu', 'dengan', 'sunscreen', 'minimal', 'spf', 'setiap', 'hari', 'bahkan', 'neogen', 'punya', 'skincare', 'dengan', 'spf', 'lho']","['tahukah', 'kamu', 'paparan', 'sinar', 'matahari', 'dapat', 'menyebabkan', 'penuaan', 'dini', 'yuk', 'lindungi', 'kulitmu', 'dengan', 'sunscreen', 'minimal', 'spf', 'setiap', 'hari', 'bahkan', 'neogen', 'punya', 'skincare', 'dengan', 'spf', 'lho']","['tahu', 'kamu', 'papar', 'sinar', 'matahari', 'dapat', 'sebab', 'tua', 'dini', 'yuk', 'lindung', 'kulit', 'dengan', 'sunscreen', 'minimal', 'spf', 'tiap', 'hari', 'bahkan', 'neogen', 'punya', 'skincare', 'dengan', 'spf', 'lho']","['papar', 'sinar', 'matahari', 'tua', 'yuk', 'lindung', 'kulit', 'sunscreen', 'minimal', 'spf', 'neogen', 'skincare', 'spf', 'lho']"
takut kulit kurang terhidrasi selama puasa? atau bingung bikin jadwal skincare an selama ramadan? . . tenang.. kamu boleh banget loh ikutin ini BASEfriends! https://t.co/tpt1I1YxhS,takut kulit kurang terhidrasi selama puasa atau bingung bikin jadwal skincare an selama ramadan tenang kamu boleh banget loh ikutin ini basefriends,"['takut', 'kulit', 'kurang', 'terhidrasi', 'selama', 'puasa', 'atau', 'bingung', 'bikin', 'jadwal', 'skincare', 'an', 'selama', 'ramadan', 'tenang', 'kamu', 'boleh', 'banget', 'loh', 'ikutin', 'ini', 'basefriends']","['takut', 'kulit', 'kurang', 'terhidrasi', 'selama', 'puasa', 'atau', 'bingung', 'bikin', 'jadwal', 'skincare', 'an', 'selama', 'ramadan', 'tenang', 'kamu', 'boleh', 'banget', 'loh', 'ikutin', 'ini', 'basefriends']","['takut', 'kulit', 'kurang', 'hidrasi', 'lama', 'puasa', 'atau', 'bingung', 'bikin', 'jadwal', 'skincare', 'an', 'lama', 'ramadan', 'tenang', 'kamu', 'boleh', 'banget', 'loh', 'ikutin', 'ini', 'basefriends']","['takut', 'kulit', 'hidrasi', 'puasa', 'bingung', 'jadwal', 'skincare', 'an', 'ramadan', 'tenang', 'banget', 'ikutin', 'basefriends']"
Ya Allah ini curhatan w napa banyak yg like. Tapi gue jadi tau kalo gue ga sendirian yg hidupnya gini2 aja Gue jga ga pernah pake skincare beli baju baru langganan netflix kek org2. Tapi yaudah ttp w syukuri krn w masih bisa makan Mangat ya yg bernasib sama kek gue ,ya allah ini curhatan  napa banyak yg like tapi gue jadi tau kalo gue ga sendirian yg hidupnya gini aja gue jga ga pernah pake skincare beli baju baru langganan netflix kek org tapi yaudah ttp  syukuri krn  masih bisa makan mangat ya yg bernasib sama kek gue,"['ya', 'allah', 'ini', 'curhatan', 'napa', 'banyak', 'yg', 'like', 'tapi', 'gue', 'jadi', 'tau', 'kalo', 'gue', 'ga', 'sendirian', 'yg', 'hidupnya', 'gini', 'aja', 'gue', 'jga', 'ga', 'pernah', 'pake', 'skincare', 'beli', 'baju', 'baru', 'langganan', 'netflix', 'kek', 'org', 'tapi', 'yaudah', 'ttp', 'syukuri', 'krn', 'masih', 'bisa', 'makan', 'mangat', 'ya', 'yg', 'bernasib', 'sama', 'kek', 'gue']","['ya', 'allah', 'ini', 'curhatan', 'napa', 'banyak', 'yg', 'like', 'tapi', 'gue', 'jadi', 'tau', 'kalo', 'gue', 'ga', 'sendirian', 'yg', 'hidupnya', 'gini', 'aja', 'gue', 'jga', 'ga', 'pernah', 'pake', 'skincare', 'beli', 'baju', 'baru', 'langganan', 'netflix', 'kek', 'org', 'tapi', 'yaudah', 'ttp', 'syukuri', 'krn', 'masih', 'bisa', 'makan', 'mangat', 'ya', 'yg', 'bernasib', 'sama', 'kek', 'gue']","['ya', 'allah', 'ini', 'curhatan', 'napa', 'banyak', 'yg', 'like', 'tapi', 'gue', 'jadi', 'tau', 'kalo', 'gue', 'ga', 'sendiri', 'yg', 'hidup', 'gin', 'aja', 'gue', 'jga', 'ga', 'pernah', 'pake', 'skincare', 'beli', 'baju', 'baru', 'langgan', 'netflix', 'kek', 'org', 'tapi', 'yaudah', 'ttp', 'syukur', 'krn', 'masih', 'bisa', 'makan', 'mangat', 'ya', 'yg', 'nasib', 'sama', 'kek', 'gue']","['curhatan', 'napa', 'like', 'gue', 'gue', 'hidup', 'gin', 'gue', 'jga', 'pake', 'skincare', 'beli', 'baju', 'langgan', 'netflix', 'kek', 'org', 'yaudah', 'ttp', 'syukur', 'makan', 'mangat', 'nasib', 'kek', 'gue']"
mau mewek tapi sayang udah pake skin care,mau mewek tapi sayang udah pake skin care,"['mau', 'mewek', 'tapi', 'sayang', 'udah', 'pake', 'skin', 'care']","['mau', 'mewek', 'tapi', 'sayang', 'udah', 'pake', 'skin', 'care']","['mau', 'mewek', 'tapi', 'sayang', 'udah', 'pake', 'skin', 'care']","['mewek', 'sayang', 'udah', 'pake', 'skin', 'care']"
Karena ke-trigger dapet reply di DM jadi mau coba seriusin bahas skincare khusus cowok deh utamanya buat yg mau praktis. Gw soalnya dulu masalah bgt sama yg namanya jerawatan &amp; kulit kusam (utamanya di wajah). InsyaAllah minggu ini bisa bagi tipsnya ya (di X IG &amp; Tiktok) https://t.co/mdKEBtQAJf,karena ketrigger dapet reply di dm jadi mau coba seriusin bahas skincare khusus cowok deh utamanya buat yg mau praktis gw soalnya dulu masalah bgt sama yg namanya jerawatan amp kulit kusam utamanya di wajah insyaallah minggu ini bisa bagi tipsnya ya di  ig amp tiktok,"['karena', 'ketrigger', 'dapet', 'reply', 'di', 'dm', 'jadi', 'mau', 'coba', 'seriusin', 'bahas', 'skincare', 'khusus', 'cowok', 'deh', 'utamanya', 'buat', 'yg', 'mau', 'praktis', 'gw', 'soalnya', 'dulu', 'masalah', 'bgt', 'sama', 'yg', 'namanya', 'jerawatan', 'amp', 'kulit', 'kusam', 'utamanya', 'di', 'wajah', 'insyaallah', 'minggu', 'ini', 'bisa', 'bagi', 'tipsnya', 'ya', 'di', 'ig', 'amp', 'tiktok']","['karena', 'ketrigger', 'dapet', 'reply', 'di', 'dm', 'jadi', 'mau', 'coba', 'seriusin', 'bahas', 'skincare', 'khusus', 'cowok', 'deh', 'utamanya', 'buat', 'yg', 'mau', 'praktis', 'gw', 'soalnya', 'dulu', 'masalah', 'bgt', 'sama', 'yg', 'namanya', 'jerawatan', 'amp', 'kulit', 'kusam', 'utamanya', 'di', 'wajah', 'insyaallah', 'minggu', 'ini', 'bisa', 'bagi', 'tipsnya', 'ya', 'di', 'ig', 'amp', 'tiktok']","['karena', 'ketrigger', 'dapet', 'reply', 'di', 'dm', 'jadi', 'mau', 'coba', 'seriusin', 'bahas', 'skincare', 'khusus', 'cowok', 'deh', 'utama', 'buat', 'yg', 'mau', 'praktis', 'gw', 'soal', 'dulu', 'masalah', 'bgt', 'sama', 'yg', 'nama', 'jerawat', 'amp', 'kulit', 'kusam', 'utama', 'di', 'wajah', 'insyaallah', 'minggu', 'ini', 'bisa', 'bagi', 'tipsnya', 'ya', 'di', 'ig', 'amp', 'tiktok']","['ketrigger', 'dapet', 'reply', 'dm', 'coba', 'seriusin', 'bahas', 'skincare', 'khusus', 'cowok', 'deh', 'utama', 'praktis', 'gw', 'bgt', 'nama', 'jerawat', 'kulit', 'kusam', 'utama', 'wajah', 'insyaallah', 'minggu', 'tipsnya', 'ig', 'tiktok']"
nyobain skincare ini dan itu tapi gak pakai moisturizer yang notabene nya basic skincare? kata gw sih percuma! setelah testing di wajah gw selama beberapa hari sekarang gw ngerti kenapa banyak yg suka sama BLUEBERRY MOISTURIZER dari GLAD2GLOW ini a thread review https://t.co/oP0jqjXTDz,nyobain skincare ini dan itu tapi gak pakai moisturizer yang notabene nya basic skincare kata gw sih percuma setelah testing di wajah gw selama beberapa hari sekarang gw ngerti kenapa banyak yg suka sama blueberry moisturizer dari gladglow ini  thread review,"['nyobain', 'skincare', 'ini', 'dan', 'itu', 'tapi', 'gak', 'pakai', 'moisturizer', 'yang', 'notabene', 'nya', 'basic', 'skincare', 'kata', 'gw', 'sih', 'percuma', 'setelah', 'testing', 'di', 'wajah', 'gw', 'selama', 'beberapa', 'hari', 'sekarang', 'gw', 'ngerti', 'kenapa', 'banyak', 'yg', 'suka', 'sama', 'blueberry', 'moisturizer', 'dari', 'gladglow', 'ini', 'thread', 'review']","['nyobain', 'skincare', 'ini', 'dan', 'itu', 'tapi', 'gak', 'pakai', 'moisturizer', 'yang', 'notabene', 'nya', 'basic', 'skincare', 'kata', 'gw', 'sih', 'percuma', 'setelah', 'testing', 'di', 'wajah', 'gw', 'selama', 'beberapa', 'hari', 'sekarang', 'gw', 'ngerti', 'kenapa', 'banyak', 'yg', 'suka', 'sama', 'blueberry', 'moisturizer', 'dari', 'gladglow', 'ini', 'thread', 'review']","['nyobain', 'skincare', 'ini', 'dan', 'itu', 'tapi', 'gak', 'pakai', 'moisturizer', 'yang', 'notabene', 'nya', 'basic', 'skincare', 'kata', 'gw', 'sih', 'percuma', 'telah', 'testing', 'di', 'wajah', 'gw', 'lama', 'beberapa', 'hari', 'sekarang', 'gw', 'ngerti', 'kenapa', 'banyak', 'yg', 'suka', 'sama', 'blueberry', 'moisturizer', 'dari', 'gladglow', 'ini', 'thread', 'review']","['nyobain', 'skincare', 'pakai', 'moisturizer', 'notabene', 'basic', 'skincare', 'gw', 'testing', 'wajah', 'gw', 'gw', 'ngerti', 'suka', 'blueberry', 'moisturizer', 'gladglow', 'thread', 'review']"
Diet makanan diet skincare diet pengeluaran diet tontonan gak mutu diet pertemanan toxic semua itu perlu.,diet makanan diet skincare diet pengeluaran diet tontonan gak mutu diet pertemanan toxic semua itu perlu,"['diet', 'makanan', 'diet', 'skincare', 'diet', 'pengeluaran', 'diet', 'tontonan', 'gak', 'mutu', 'diet', 'pertemanan', 'toxic', 'semua', 'itu', 'perlu']","['diet', 'makanan', 'diet', 'skincare', 'diet', 'pengeluaran', 'diet', 'tontonan', 'gak', 'mutu', 'diet', 'pertemanan', 'toxic', 'semua', 'itu', 'perlu']","['diet', 'makan', 'diet', 'skincare', 'diet', 'keluar', 'diet', 'tonton', 'gak', 'mutu', 'diet', 'teman', 'toxic', 'semua', 'itu', 'perlu']","['diet', 'makan', 'diet', 'skincare', 'diet', 'diet', 'tonton', 'mutu', 'diet', 'teman', 'toxic']"
LABORE Sensitive Skin Care GentleBiome Mild Cleanser 225 ml - Pembersih Muka. Lagi flash sale guys https://t.co/tbOGUuVRcn,labore sensitive skin care gentlebiome mild cleanser ml pembersih muka lagi flash sale guys,"['labore', 'sensitive', 'skin', 'care', 'gentlebiome', 'mild', 'cleanser', 'ml', 'pembersih', 'muka', 'lagi', 'flash', 'sale', 'guys']","['labore', 'sensitive', 'skin', 'care', 'gentlebiome', 'mild', 'cleanser', 'ml', 'pembersih', 'muka', 'lagi', 'flash', 'sale', 'guys']","['labore', 'sensitive', 'skin', 'care', 'gentlebiome', 'mild', 'cleanser', 'ml', 'bersih', 'muka', 'lagi', 'flash', 'sale', 'guys']","['labore', 'sensitive', 'skin', 'care', 'gentlebiome', 'mild', 'cleanser', 'ml', 'bersih', 'muka', 'flash', 'sale', 'guys']"
 kalian kalo beli skincare prefer 1 brand atau beda beda brand?,kalian kalo beli skincare prefer brand atau beda beda brand,"['kalian', 'kalo', 'beli', 'skincare', 'prefer', 'brand', 'atau', 'beda', 'beda', 'brand']","['kalian', 'kalo', 'beli', 'skincare', 'prefer', 'brand', 'atau', 'beda', 'beda', 'brand']","['kalian', 'kalo', 'beli', 'skincare', 'prefer', 'brand', 'atau', 'beda', 'beda', 'brand']","['beli', 'skincare', 'prefer', 'brand', 'beda', 'beda', 'brand']"
@niwseir Aduh...ada usaha skincare terkait di tengah gosip sering dipakai untuk cuci uang https://t.co/h1XkQIxjxN,aduhada usaha skincare terkait di tengah gosip sering dipakai untuk cuci uang,"['aduhada', 'usaha', 'skincare', 'terkait', 'di', 'tengah', 'gosip', 'sering', 'dipakai', 'untuk', 'cuci', 'uang']","['aduhada', 'usaha', 'skincare', 'terkait', 'di', 'tengah', 'gosip', 'sering', 'dipakai', 'untuk', 'cuci', 'uang']","['aduhada', 'usaha', 'skincare', 'kait', 'di', 'tengah', 'gosip', 'sering', 'pakai', 'untuk', 'cuci', 'uang']","['aduhada', 'usaha', 'skincare', 'kait', 'gosip', 'pakai', 'cuci', 'uang']"
